Time since reset, Log Time, Air Temp, Inlet Depth, Throat Depth, Submergence, Flow Rate, Accumulated Flow
495981772, 6/30/2015 13:22:5,87.80,6.01,5.84,0.97,0.16,2.02
496881863, 6/30/2015 13:37:6,88.36,5.99,5.94,0.99,0.10,2.02
497781950, 6/30/2015 13:52:6,90.05,5.99,5.84,0.97,0.15,2.02
498682042, 6/30/2015 14:7:7,88.70,5.97,5.79,0.97,0.16,2.02
499582118, 6/30/2015 14:22:7,88.02,5.96,5.79,0.97,0.16,2.03
500482211, 6/30/2015 14:37:8,87.91,5.85,5.80,0.99,0.09,2.03
501382298, 6/30/2015 14:52:8,88.14,5.90,5.69,0.96,0.17,2.03
502282390, 6/30/2015 15:7:9,88.70,5.91,5.79,0.98,0.14,2.04
503182468, 6/30/2015 15:22:9,87.69,5.81,5.76,0.99,0.09,2.04
504082573, 6/30/2015 15:37:9,87.91,5.88,5.80,0.99,0.11,2.04
504982648, 6/30/2015 15:52:10,86.45,5.86,5.89,0.99,0.00,2.04
505882740, 6/30/2015 16:7:10,86.68,5.94,5.87,0.99,0.10,2.04
506782820, 6/30/2015 16:22:11,87.01,5.83,5.34,0.91,0.25,2.05
507682916, 6/30/2015 16:37:11,87.01,5.73,5.16,0.90,0.26,2.05
508582996, 6/30/2015 16:52:12,86.68,5.91,5.21,0.88,0.29,2.06
509483092, 6/30/2015 17:7:12,86.22,5.77,5.13,0.89,0.27,2.07
510383173, 6/30/2015 17:22:12,86.45,5.82,5.10,0.88,0.29,2.07
511283281, 6/30/2015 17:37:13,85.89,5.78,5.29,0.92,0.24,2.08
512183362, 6/30/2015 17:52:13,86.68,5.81,5.15,0.89,0.28,2.08
513083468, 6/30/2015 18:7:14,86.90,5.72,5.20,0.91,0.25,2.09
513983550, 6/30/2015 18:22:14,86.90,5.75,5.10,0.89,0.27,2.09
514883647, 6/30/2015 18:37:14,85.44,5.72,5.06,0.88,0.27,2.10
515783729, 6/30/2015 18:52:15,87.46,5.72,4.98,0.87,0.29,2.10
516683826, 6/30/2015 19:7:15,85.10,5.77,5.04,0.87,0.29,2.11
517583906, 6/30/2015 19:22:16,85.21,5.72,5.15,0.90,0.26,2.12
518484016, 6/30/2015 19:37:16,85.55,5.65,5.19,0.92,0.23,2.12
519384096, 6/30/2015 19:52:16,86.00,5.65,5.17,0.91,0.24,2.13
520284204, 6/30/2015 20:7:17,83.41,5.66,5.30,0.94,0.21,2.13
521184285, 6/30/2015 20:22:17,82.29,5.68,5.14,0.90,0.25,2.13
522084383, 6/30/2015 20:37:18,80.82,5.64,5.13,0.91,0.24,2.14
522984467, 6/30/2015 20:52:18,80.82,5.65,5.05,0.89,0.26,2.15
523884565, 6/30/2015 21:7:18,79.25,5.69,5.01,0.88,0.28,2.15
524784650, 6/30/2015 21:22:19,77.11,5.55,4.95,0.89,0.26,2.16
525684749, 6/30/2015 21:37:19,75.31,5.62,5.08,0.90,0.25,2.16
526584846, 6/30/2015 21:52:19,76.21,5.60,5.04,0.90,0.25,2.17
527484944, 6/30/2015 22:7:20,74.75,5.50,5.45,0.99,0.09,2.17
528385040, 6/30/2015 22:22:20,73.62,5.50,5.09,0.93,0.22,2.17
529285141, 6/30/2015 22:37:21,73.96,5.47,5.02,0.92,0.22,2.18
530185228, 6/30/2015 22:52:21,73.06,5.49,4.94,0.90,0.24,2.18
531085329, 6/30/2015 23:7:21,71.82,5.49,4.87,0.89,0.26,2.19
531985416, 6/30/2015 23:22:22,70.70,5.49,4.99,0.91,0.23,2.19
532885517, 6/30/2015 23:37:22,70.14,5.55,5.04,0.91,0.24,2.20
533785627, 6/30/2015 23:52:22,69.12,5.40,5.04,0.93,0.20,2.20
534685728, 7/1/2015 0:7:23,68.56,5.45,5.06,0.93,0.21,2.21
535585816, 7/1/2015 0:22:23,67.77,5.36,5.00,0.93,0.20,2.21
536485919, 7/1/2015 0:37:23,68.11,5.26,4.95,0.94,0.18,2.21
537386007, 7/1/2015 0:52:23,67.21,5.23,5.09,0.97,0.12,2.22
538286136, 7/1/2015 1:7:24,66.43,5.34,5.03,0.94,0.19,2.22
539186225, 7/1/2015 1:22:24,66.65,5.28,4.78,0.91,0.22,2.22
540086329, 7/1/2015 1:37:24,66.20,5.29,4.87,0.92,0.21,2.23
540986418, 7/1/2015 1:52:25,65.97,5.31,4.87,0.92,0.21,2.23
541886533, 7/1/2015 2:7:25,63.84,5.37,5.02,0.93,0.20,2.24
542786609, 7/1/2015 2:22:25,65.64,5.37,7.34,0.93,0.00,2.24
543686683, 7/1/2015 2:37:25,65.41,5.42,13.69,0.93,0.00,2.24
544586653, 7/1/2015 2:52:26,64.85,5.42,31.06,0.93,0.00,2.24
545486889, 7/1/2015 3:7:26,64.74,5.34,31.06,0.93,0.00,2.24
546388304, 7/1/2015 3:22:28,63.72,5.25,31.06,0.93,0.00,2.24
547287290, 7/1/2015 3:37:27,63.16,5.19,31.06,0.93,0.00,2.24
548187512, 7/1/2015 3:52:27,63.28,5.14,31.06,0.93,0.00,2.24
549087761, 7/1/2015 4:7:28,62.94,5.16,31.06,0.93,0.00,2.24
549987983, 7/1/2015 4:22:28,62.38,5.16,31.06,0.93,0.00,2.24
550888220, 7/1/2015 4:37:29,61.81,5.19,31.06,0.93,0.00,2.24
551788441, 7/1/2015 4:52:29,62.38,5.24,31.06,0.93,0.00,2.24
552688677, 7/1/2015 5:7:29,62.04,5.25,31.06,0.93,0.00,2.24
553588899, 7/1/2015 5:22:30,60.69,5.28,31.06,0.93,0.00,2.24
554489136, 7/1/2015 5:37:30,60.46,5.24,31.06,0.93,0.00,2.24
555389358, 7/1/2015 5:52:31,60.13,5.26,31.06,0.93,0.00,2.24
556289606, 7/1/2015 6:7:31,63.39,5.15,31.06,0.93,0.00,2.24
557189837, 7/1/2015 6:22:31,63.28,5.18,31.06,0.93,0.00,2.24
558090192, 7/1/2015 6:37:32,65.07,5.19,4.71,0.91,0.21,2.24
558990294, 7/1/2015 6:52:32,65.75,5.24,4.76,0.91,0.22,2.25
559890398, 7/1/2015 7:7:33,68.22,5.20,4.74,0.91,0.21,2.25
560790488, 7/1/2015 7:22:33,69.35,5.15,4.79,0.93,0.19,2.25
561690591, 7/1/2015 7:37:34,70.81,5.24,4.85,0.93,0.20,2.26
562590679, 7/1/2015 7:52:34,72.84,5.18,4.64,0.90,0.23,2.26
563490783, 7/1/2015 8:7:35,73.51,5.20,4.58,0.88,0.24,2.27
564390884, 7/1/2015 8:22:35,75.43,5.16,4.56,0.88,0.23,2.27
565290987, 7/1/2015 8:37:36,76.21,5.14,4.50,0.88,0.24,2.28
566191076, 7/1/2015 8:52:36,77.34,5.12,4.36,0.85,0.26,2.28
567091180, 7/1/2015 9:7:37,78.01,5.15,4.49,0.87,0.24,2.29
567991269, 7/1/2015 9:22:37,78.80,5.10,4.38,0.86,0.25,2.29
568891369, 7/1/2015 9:37:38,79.14,5.17,5.13,0.99,0.07,2.30
569791457, 7/1/2015 9:52:38,80.04,5.16,4.49,0.87,0.25,2.30
570691560, 7/1/2015 10:7:39,80.37,5.02,4.42,0.88,0.23,2.31
571591645, 7/1/2015 10:22:39,81.61,5.06,5.14,0.88,0.00,2.31
572491756, 7/1/2015 10:37:40,82.62,5.11,5.10,1.00,0.04,2.31
573391844, 7/1/2015 10:52:40,83.86,5.04,4.34,0.86,0.24,2.31
574291944, 7/1/2015 11:7:41,85.10,5.12,5.05,0.99,0.09,2.31
575192052, 7/1/2015 11:22:41,87.12,5.00,4.27,0.85,0.25,2.32
576092151, 7/1/2015 11:37:42,88.02,5.08,5.06,1.00,0.04,2.32
576992235, 7/1/2015 11:52:42,87.91,5.00,5.02,1.00,0.00,2.32
577892334, 7/1/2015 12:7:43,88.25,5.07,4.99,0.98,0.10,2.32
578792418, 7/1/2015 12:22:43,88.36,4.94,5.00,0.98,0.00,2.32
579692528, 7/1/2015 12:37:44,89.15,4.97,4.98,0.98,0.00,2.32
580592613, 7/1/2015 12:52:44,90.84,4.94,4.88,0.99,0.08,2.32
581492712, 7/1/2015 13:7:45,91.06,4.93,4.86,0.99,0.09,2.32
582392797, 7/1/2015 13:22:45,93.31,5.00,4.86,0.97,0.12,2.33
583292896, 7/1/2015 13:37:46,93.20,4.93,4.81,0.97,0.11,2.33
584192980, 7/1/2015 13:52:46,92.75,4.95,4.89,0.99,0.08,2.33
585093080, 7/1/2015 14:7:47,91.96,4.99,4.90,0.98,0.10,2.33
585993163, 7/1/2015 14:22:47,92.07,4.95,4.85,0.98,0.10,2.33
586893275, 7/1/2015 14:37:48,92.30,5.00,4.87,0.98,0.11,2.34
587793359, 7/1/2015 14:52:48,91.74,4.92,4.85,0.99,0.09,2.34
588693457, 7/1/2015 15:7:49,91.40,4.95,4.97,0.99,0.00,2.34
589593543, 7/1/2015 15:22:49,91.06,4.88,4.85,0.99,0.06,2.34
590493654, 7/1/2015 15:37:50,91.85,4.91,4.84,0.99,0.09,2.34
591393738, 7/1/2015 15:52:50,91.40,4.92,4.85,0.99,0.09,2.34
592293838, 7/1/2015 16:7:51,91.06,4.93,4.89,0.99,0.07,2.35
593193923, 7/1/2015 16:22:51,90.61,4.93,4.92,1.00,0.04,2.35
594094031, 7/1/2015 16:37:51,91.18,4.86,4.93,1.00,0.00,2.35
594994128, 7/1/2015 16:52:52,89.71,4.81,4.86,1.00,0.00,2.35
595894228, 7/1/2015 17:7:52,89.60,4.80,4.87,1.00,0.00,2.35
596794314, 7/1/2015 17:22:53,89.60,4.86,4.77,0.98,0.09,2.35
597694414, 7/1/2015 17:37:53,88.93,4.81,4.81,0.98,0.00,2.35
598594500, 7/1/2015 17:52:54,88.93,4.83,4.76,0.99,0.08,2.35
599494605, 7/1/2015 18:7:54,89.49,4.76,3.89,0.82,0.25,2.35
600394691, 7/1/2015 18:22:54,89.71,4.73,4.76,0.82,0.00,2.35
601294792, 7/1/2015 18:37:55,89.60,4.84,4.66,0.96,0.13,2.36
602194890, 7/1/2015 18:52:55,90.05,4.87,4.81,0.99,0.08,2.36
603094991, 7/1/2015 19:7:56,88.14,4.84,4.77,0.99,0.08,2.36
603995080, 7/1/2015 19:22:56,88.36,4.82,4.21,0.87,0.22,2.37
604895184, 7/1/2015 19:37:57,88.81,4.84,4.23,0.87,0.22,2.37
605795284, 7/1/2015 19:52:57,88.70,4.81,4.16,0.87,0.22,2.37
606695390, 7/1/2015 20:7:57,86.45,4.77,4.15,0.87,0.22,2.38
607595480, 7/1/2015 20:22:58,83.86,4.81,4.18,0.87,0.22,2.38
608495585, 7/1/2015 20:37:58,82.18,4.84,4.21,0.87,0.22,2.39
609395675, 7/1/2015 20:52:59,81.16,4.81,4.22,0.88,0.22,2.39
610295793, 7/1/2015 21:7:59,81.27,4.81,4.24,0.88,0.21,2.40
611195883, 7/1/2015 21:22:59,80.04,4.81,4.23,0.88,0.21,2.40
612095998, 7/1/2015 21:38:0,79.59,4.75,4.27,0.90,0.20,2.41
612996088, 7/1/2015 21:53:0,80.04,4.73,4.32,0.91,0.18,2.41
613896195, 7/1/2015 22:8:1,79.36,4.73,4.39,0.93,0.17,2.41
614796286, 7/1/2015 22:23:1,75.31,4.70,4.12,0.88,0.21,2.42
615696394, 7/1/2015 22:38:1,75.87,4.72,4.08,0.86,0.22,2.42
616596487, 7/1/2015 22:53:2,74.75,4.67,4.08,0.87,0.21,2.43
617496606, 7/1/2015 23:8:2,75.20,4.66,4.21,0.90,0.19,2.43
618396699, 7/1/2015 23:23:2,73.40,4.62,4.24,0.92,0.17,2.43
619296807, 7/1/2015 23:38:3,73.29,4.50,4.18,0.93,0.16,2.44
620196901, 7/1/2015 23:53:3,72.50,4.50,4.13,0.92,0.16,2.44
621097022, 7/2/2015 0:8:3,71.82,4.49,4.11,0.92,0.17,2.44
621997117, 7/2/2015 0:23:4,70.25,4.54,4.11,0.90,0.18,2.45
622897226, 7/2/2015 0:38:4,69.91,4.63,3.99,0.86,0.21,2.45
623797321, 7/2/2015 0:53:4,70.02,4.57,3.96,0.87,0.21,2.46
624697431, 7/2/2015 1:8:5,70.25,4.54,4.22,0.93,0.16,2.46
625597537, 7/2/2015 1:23:5,68.34,4.68,4.01,0.86,0.22,2.46
626497647, 7/2/2015 1:38:5,68.68,4.59,3.96,0.86,0.21,2.47
627397741, 7/2/2015 1:53:6,67.32,4.62,4.28,0.93,0.16,2.47
628297846, 7/2/2015 2:8:6,67.44,4.52,5.03,0.93,0.00,2.47
629197941, 7/2/2015 2:23:6,67.55,4.58,4.15,0.91,0.18,2.47
630098051, 7/2/2015 2:38:7,66.99,4.50,4.25,0.94,0.14,2.48
630998156, 7/2/2015 2:53:7,66.43,4.52,4.11,0.91,0.17,2.48
631898266, 7/2/2015 3:8:7,65.86,4.56,4.24,0.93,0.16,2.48
632798362, 7/2/2015 3:23:8,65.64,4.36,4.16,0.95,0.12,2.49
633698486, 7/2/2015 3:38:8,65.41,4.41,4.00,0.91,0.17,2.49
634598582, 7/2/2015 3:53:8,65.75,4.44,4.17,0.94,0.14,2.49
635498693, 7/2/2015 4:8:9,65.19,4.48,4.00,0.89,0.18,2.50
636398686, 7/2/2015 4:23:9,64.74,4.39,29.48,0.89,0.00,2.50
637298926, 7/2/2015 4:38:9,63.61,4.40,31.06,0.89,0.00,2.50
638199151, 7/2/2015 4:53:10,63.61,4.40,31.06,0.89,0.00,2.50
639099392, 7/2/2015 5:8:10,63.61,4.35,31.06,0.89,0.00,2.50
639999617, 7/2/2015 5:23:10,63.05,4.36,31.06,0.89,0.00,2.50
640899880, 7/2/2015 5:38:11,63.28,4.42,31.06,0.89,0.00,2.50
641800105, 7/2/2015 5:53:11,63.61,4.39,31.06,0.89,0.00,2.50
642701540, 7/2/2015 6:8:13,66.65,4.34,31.06,0.89,0.00,2.50
643600636, 7/2/2015 6:23:12,66.76,4.41,3.86,0.87,0.19,2.50
644500746, 7/2/2015 6:38:13,66.76,4.44,4.32,0.97,0.10,2.50
645400842, 7/2/2015 6:53:13,69.24,4.31,4.09,0.95,0.13,2.51
646300951, 7/2/2015 7:8:13,70.25,4.43,4.22,0.95,0.13,2.51
647201046, 7/2/2015 7:23:14,72.61,4.41,4.17,0.94,0.14,2.51
648101154, 7/2/2015 7:38:14,73.40,4.54,4.12,0.91,0.18,2.52
649001271, 7/2/2015 7:53:15,73.62,4.52,4.03,0.89,0.19,2.52
649901380, 7/2/2015 8:8:15,75.43,4.54,3.81,0.84,0.22,2.52
650801474, 7/2/2015 8:23:16,76.77,4.45,3.84,0.86,0.20,2.53
651701594, 7/2/2015 8:38:16,78.35,4.54,3.88,0.86,0.21,2.53
652601689, 7/2/2015 8:53:17,78.91,4.54,3.69,0.81,0.23,2.54
653501796, 7/2/2015 9:8:17,79.93,4.54,3.94,0.87,0.20,2.54
654401890, 7/2/2015 9:23:18,80.15,4.57,3.78,0.83,0.23,2.55
655301998, 7/2/2015 9:38:18,80.94,4.50,3.77,0.84,0.22,2.55
656202104, 7/2/2015 9:53:19,81.50,4.48,3.76,0.84,0.22,2.55
657102212, 7/2/2015 10:8:19,82.51,4.47,3.94,0.88,0.19,2.56
658002300, 7/2/2015 10:23:20,83.52,4.39,4.56,0.88,0.00,2.56
658902405, 7/2/2015 10:38:20,84.87,4.43,4.48,0.88,0.00,2.56
659802493, 7/2/2015 10:53:21,85.77,4.43,4.47,0.88,0.00,2.56
660702598, 7/2/2015 11:8:22,86.45,4.34,4.50,0.88,0.00,2.56
661602686, 7/2/2015 11:23:22,87.69,4.35,4.37,0.88,0.00,2.56
662502791, 7/2/2015 11:38:23,88.47,4.35,4.36,0.88,0.00,2.56
663402885, 7/2/2015 11:53:23,89.15,4.33,3.49,0.81,0.22,2.56
664303002, 7/2/2015 12:8:24,90.27,4.27,4.25,0.99,0.05,2.56
665203092, 7/2/2015 12:23:24,91.40,4.26,4.23,0.99,0.05,2.57
666103197, 7/2/2015 12:38:25,91.62,4.32,4.31,1.00,0.04,2.57
667003296, 7/2/2015 12:53:25,92.75,4.29,4.34,1.00,0.00,2.57
667903411, 7/2/2015 13:8:26,93.54,4.33,4.29,0.99,0.06,2.57
668803499, 7/2/2015 13:23:26,94.66,4.26,4.37,0.99,0.00,2.57
669703603, 7/2/2015 13:38:27,95.00,4.18,4.20,0.99,0.00,2.57
670603692, 7/2/2015 13:53:27,95.79,4.09,4.16,0.99,0.00,2.57
671503808, 7/2/2015 14:8:28,94.10,4.18,4.19,0.99,0.00,2.57
672403898, 7/2/2015 14:23:28,93.65,4.12,4.15,0.99,0.00,2.57
673304002, 7/2/2015 14:38:29,93.54,4.16,4.16,0.99,0.00,2.57
674204093, 7/2/2015 14:53:29,93.87,4.07,4.09,0.99,0.00,2.57
675104198, 7/2/2015 15:8:30,94.10,4.18,4.11,0.98,0.07,2.57
676004289, 7/2/2015 15:23:30,92.41,4.15,4.11,0.99,0.06,2.57
676904394, 7/2/2015 15:38:31,92.97,4.12,4.18,0.99,0.00,2.57
677804485, 7/2/2015 15:53:31,92.64,4.05,4.15,0.99,0.00,2.57
678704589, 7/2/2015 16:8:32,90.84,4.18,4.26,0.99,0.00,2.57
679604692, 7/2/2015 16:23:32,91.51,4.01,4.19,0.99,0.00,2.57
680504799, 7/2/2015 16:38:32,89.26,4.08,4.16,0.99,0.00,2.57
681404894, 7/2/2015 16:53:33,88.93,4.01,3.56,0.89,0.16,2.57
682305014, 7/2/2015 17:8:33,88.02,4.10,3.59,0.88,0.17,2.58
683205106, 7/2/2015 17:23:34,89.82,4.04,4.05,0.88,0.00,2.58
684105212, 7/2/2015 17:38:34,90.72,4.03,4.06,0.88,0.00,2.58
685005303, 7/2/2015 17:53:35,90.27,4.01,4.08,0.88,0.00,2.58
685905424, 7/2/2015 18:8:35,89.15,4.00,3.42,0.86,0.17,2.58
686805532, 7/2/2015 18:23:36,87.35,3.92,3.41,0.87,0.16,2.58
687705644, 7/2/2015 18:38:36,86.22,3.95,3.44,0.87,0.16,2.59
688605741, 7/2/2015 18:53:36,85.21,3.90,3.41,0.88,0.16,2.59
689505853, 7/2/2015 19:8:37,84.43,3.89,3.43,0.88,0.15,2.59
690405951, 7/2/2015 19:23:37,83.64,3.89,3.43,0.88,0.15,2.60
691306063, 7/2/2015 19:38:38,83.64,3.85,3.46,0.90,0.14,2.60
692206160, 7/2/2015 19:53:38,86.22,3.85,3.33,0.86,0.16,2.60
693106273, 7/2/2015 20:8:38,83.30,3.88,3.41,0.88,0.15,2.61
694006383, 7/2/2015 20:23:39,82.62,3.81,3.40,0.89,0.14,2.61
694906497, 7/2/2015 20:38:39,82.51,3.87,3.36,0.87,0.16,2.61
695806594, 7/2/2015 20:53:40,82.51,3.88,3.43,0.88,0.15,2.62
696706707, 7/2/2015 21:8:40,81.72,3.86,3.33,0.86,0.16,2.62
697606816, 7/2/2015 21:23:40,80.82,3.90,3.34,0.86,0.17,2.62
698506931, 7/2/2015 21:38:41,79.93,3.84,3.35,0.87,0.16,2.63
699407030, 7/2/2015 21:53:41,78.57,3.90,3.15,0.81,0.19,2.63
700307144, 7/2/2015 22:8:42,77.34,3.79,3.36,0.89,0.14,2.63
701207244, 7/2/2015 22:23:42,76.89,3.70,3.32,0.90,0.13,2.63
702107373, 7/2/2015 22:38:42,76.10,3.70,3.19,0.86,0.15,2.64
703007474, 7/2/2015 22:53:43,75.31,3.70,3.16,0.85,0.16,2.64
703907591, 7/2/2015 23:8:43,74.41,3.70,3.15,0.85,0.16,2.64
704807702, 7/2/2015 23:23:43,73.29,3.67,3.17,0.86,0.15,2.65
705707819, 7/2/2015 23:38:44,72.84,3.74,3.32,0.89,0.14,2.65
706607919, 7/2/2015 23:53:44,72.72,3.70,3.58,0.97,0.08,2.65
707508035, 7/3/2015 0:8:44,71.49,3.64,3.38,0.93,0.11,2.65
708408135, 7/3/2015 0:23:45,71.60,3.69,3.58,0.97,0.08,2.66
709308264, 7/3/2015 0:38:45,71.49,3.71,3.32,0.89,0.14,2.66
710208366, 7/3/2015 0:53:46,70.81,3.67,3.28,0.89,0.14,2.66
711108484, 7/3/2015 1:8:46,69.57,3.64,3.31,0.91,0.12,2.66
712008586, 7/3/2015 1:23:46,69.46,3.59,3.30,0.92,0.12,2.67
712908716, 7/3/2015 1:38:47,68.22,3.56,3.25,0.91,0.12,2.67
713808819, 7/3/2015 1:53:47,68.00,3.58,3.23,0.90,0.13,2.67
714708937, 7/3/2015 2:8:47,68.45,3.61,3.09,0.85,0.15,2.67
715609040, 7/3/2015 2:23:48,68.90,3.60,3.21,0.89,0.13,2.68
716509148, 7/3/2015 2:38:48,68.56,3.53,5.54,0.89,0.00,2.68
717409262, 7/3/2015 2:53:48,67.32,3.55,3.43,0.97,0.08,2.68
718309378, 7/3/2015 3:8:48,66.99,3.53,3.77,0.97,0.00,2.68
719209481, 7/3/2015 3:23:49,66.43,3.55,3.49,0.98,0.05,2.68
720109598, 7/3/2015 3:38:49,66.54,3.52,3.46,0.98,0.05,2.68
721009702, 7/3/2015 3:53:49,65.86,3.41,3.33,0.98,0.06,2.68
721909823, 7/3/2015 4:8:50,64.96,3.49,3.06,0.88,0.13,2.69
722809937, 7/3/2015 4:23:50,65.86,3.43,3.32,0.97,0.07,2.69
723710041, 7/3/2015 4:38:50,63.39,3.48,6.76,0.97,0.00,2.69
724610152, 7/3/2015 4:53:51,63.95,3.41,3.88,0.97,0.00,2.69
725510272, 7/3/2015 5:8:51,64.18,3.44,3.05,0.89,0.13,2.69
726410359, 7/3/2015 5:23:51,64.29,3.48,6.67,0.89,0.00,2.69
727310354, 7/3/2015 5:38:51,64.18,3.44,31.06,0.89,0.00,2.69
728210583, 7/3/2015 5:53:52,64.06,3.39,31.06,0.89,0.00,2.69
729110604, 7/3/2015 6:8:52,65.75,3.42,31.06,0.89,0.00,2.69
730010958, 7/3/2015 6:23:53,67.21,3.39,3.29,0.97,0.07,2.69
730911079, 7/3/2015 6:38:53,68.34,3.43,2.90,0.85,0.14,2.69
731811184, 7/3/2015 6:53:53,68.90,3.45,2.91,0.84,0.14,2.70
732711316, 7/3/2015 7:8:54,68.79,3.47,3.00,0.86,0.14,2.70
733611420, 7/3/2015 7:23:54,71.60,3.43,2.96,0.86,0.14,2.70
734511539, 7/3/2015 7:38:55,72.16,3.51,2.97,0.85,0.15,2.71
735411643, 7/3/2015 7:53:55,73.96,3.48,2.94,0.84,0.14,2.71
736311761, 7/3/2015 8:8:56,74.97,3.43,2.87,0.84,0.14,2.71
737211866, 7/3/2015 8:23:56,76.44,3.48,2.69,0.77,0.16,2.71
738111984, 7/3/2015 8:38:57,77.79,3.43,2.83,0.83,0.15,2.72
739012088, 7/3/2015 8:53:57,78.01,3.37,2.61,0.77,0.16,2.72
739912219, 7/3/2015 9:8:58,79.25,3.49,2.68,0.77,0.17,2.72
740812322, 7/3/2015 9:23:58,79.02,3.40,2.65,0.78,0.16,2.73
741712451, 7/3/2015 9:38:59,80.37,3.38,2.69,0.80,0.15,2.73
742612554, 7/3/2015 9:53:59,81.39,3.41,2.67,0.78,0.16,2.73
743512672, 7/3/2015 10:9:0,82.51,3.38,2.80,0.83,0.14,2.74
744412785, 7/3/2015 10:24:0,82.40,3.38,2.83,0.84,0.14,2.74
745312904, 7/3/2015 10:39:1,83.64,3.37,2.59,0.77,0.16,2.74
746213002, 7/3/2015 10:54:1,85.32,3.30,3.40,0.77,0.00,2.74
747113120, 7/3/2015 11:9:2,85.77,3.32,2.57,0.78,0.15,2.75
748013234, 7/3/2015 11:24:2,86.34,3.26,2.79,0.86,0.13,2.75
748913347, 7/3/2015 11:39:3,88.02,3.31,3.41,0.86,0.00,2.75
749813444, 7/3/2015 11:54:3,88.81,3.32,3.36,0.86,0.00,2.75
750713558, 7/3/2015 12:9:4,89.60,3.28,3.35,0.86,0.00,2.75
751613660, 7/3/2015 12:24:5,91.06,3.30,2.51,0.76,0.15,2.75
