Time since reset,Log Time,Air Temp,Water Height,Flow Rate,Accumulated Flow
milliseconds, ,farenheit,inches,CFS,acre feet
1921858259, 6/16/2014 0:15:44,47.86,-11.00,0.00,8.47
1922758481, 6/16/2014 0:30:47,47.41,-10.96,0.00,8.47
1923658692, 6/16/2014 0:45:49,46.63,-10.91,0.00,8.47
1924558917, 6/16/2014 1:0:51,46.74,-10.85,0.00,8.47
1925459127, 6/16/2014 1:15:54,45.95,-10.84,0.00,8.47
1926359350, 6/16/2014 1:30:56,46.29,-10.86,0.00,8.47
1927259560, 6/16/2014 1:45:58,45.39,-10.85,0.00,8.47
1928159792, 6/16/2014 2:1:1,44.26,-10.84,0.00,8.47
1929060001, 6/16/2014 2:16:3,44.38,-10.79,0.00,8.47
1929960226, 6/16/2014 2:31:5,45.05,-10.72,0.00,8.47
1930860437, 6/16/2014 2:46:7,44.38,-10.89,0.00,8.47
1931760659, 6/16/2014 3:1:10,44.38,-10.72,0.00,8.47
1932660879, 6/16/2014 3:16:12,43.70,-10.80,0.00,8.47
1933561105, 6/16/2014 3:31:14,41.90,-10.81,0.00,8.47
1934461316, 6/16/2014 3:46:17,41.45,-10.78,0.00,8.47
1935361543, 6/16/2014 4:1:19,40.21,-10.81,0.00,8.47
1936261754, 6/16/2014 4:16:21,40.55,-10.75,0.00,8.47
1937161987, 6/16/2014 4:31:24,40.55,-10.83,0.00,8.47
1938062197, 6/16/2014 4:46:26,40.66,-10.67,0.00,8.47
1938962422, 6/16/2014 5:1:28,41.90,-10.69,0.00,8.47
1939862633, 6/16/2014 5:16:30,41.45,-10.76,0.00,8.47
1940762859, 6/16/2014 5:31:33,41.11,-10.77,0.00,8.47
1941663071, 6/16/2014 5:46:35,40.55,-10.73,0.00,8.47
1942563296, 6/16/2014 6:1:37,41.34,-10.69,0.00,8.47
1943463502, 6/16/2014 6:16:40,44.15,-10.69,0.00,8.47
1944363723, 6/16/2014 6:31:42,45.72,-10.68,0.00,8.47
1945263935, 6/16/2014 6:46:44,47.41,-10.73,0.00,8.47
1946164159, 6/16/2014 7:1:46,47.97,-10.69,0.00,8.47
1947064367, 6/16/2014 7:16:49,49.10,-10.69,0.00,8.47
1947964590, 6/16/2014 7:31:51,50.79,-10.72,0.00,8.47
1948864797, 6/16/2014 7:46:53,51.91,-10.71,0.00,8.47
1949765019, 6/16/2014 8:1:56,50.79,-10.66,0.00,8.47
1950665232, 6/16/2014 8:16:58,56.08,-10.74,0.00,8.47
1951565455, 6/16/2014 8:32:1,50.68,-10.66,0.00,8.47
1952465661, 6/16/2014 8:47:3,55.18,-10.70,0.00,8.47
1953365882, 6/16/2014 9:2:5,55.51,-10.74,0.00,8.47
1954266094, 6/16/2014 9:17:8,56.30,-10.94,0.00,8.47
1955166317, 6/16/2014 9:32:10,56.64,-10.99,0.00,8.47
1956066526, 6/16/2014 9:47:12,56.86,-10.99,0.00,8.47
1956966748, 6/16/2014 10:2:15,57.54,-10.93,0.00,8.47
1957866954, 6/16/2014 10:17:17,57.09,-10.89,0.00,8.47
1958767177, 6/16/2014 10:32:19,59.45,-11.03,0.00,8.47
1959667384, 6/16/2014 10:47:22,60.91,-10.91,0.00,8.47
1960567604, 6/16/2014 11:2:24,61.03,-10.84,0.00,8.47
1961467809, 6/16/2014 11:17:27,60.35,-10.76,0.00,8.47
1962368035, 6/16/2014 11:32:29,62.26,-10.82,0.00,8.47
1963268240, 6/16/2014 11:47:31,62.15,-10.80,0.00,8.47
1964168461, 6/16/2014 12:2:34,62.15,-10.83,0.00,8.47
1965068666, 6/16/2014 12:17:36,62.83,-10.78,0.00,8.47
1965968885, 6/16/2014 12:32:39,61.93,-10.74,0.00,8.47
1966869091, 6/16/2014 12:47:41,63.16,-10.77,0.00,8.47
1967769310, 6/16/2014 13:2:43,62.60,-10.72,0.00,8.47
1968669515, 6/16/2014 13:17:46,62.94,-10.79,0.00,8.47
1969569744, 6/16/2014 13:32:48,62.38,-10.75,0.00,8.47
1970469946, 6/16/2014 13:47:51,62.60,-10.75,0.00,8.47
1971370172, 6/16/2014 14:2:53,63.72,-10.82,0.00,8.47
1972270376, 6/16/2014 14:17:55,62.94,-10.76,0.00,8.47
1973170595, 6/16/2014 14:32:58,63.28,-10.77,0.00,8.47
1974070800, 6/16/2014 14:48:0,62.26,-10.75,0.00,8.47
1974971021, 6/16/2014 15:3:3,62.60,-10.86,0.00,8.47
1975871226, 6/16/2014 15:18:5,62.15,-10.83,0.00,8.47
1976771446, 6/16/2014 15:33:7,62.26,-10.87,0.00,8.47
1977671652, 6/16/2014 15:48:10,63.28,-10.88,0.00,8.47
1978571869, 6/16/2014 16:3:12,62.83,-10.84,0.00,8.47
1979472080, 6/16/2014 16:18:15,62.49,-10.84,0.00,8.47
1980372301, 6/16/2014 16:33:17,61.36,-10.82,0.00,8.47
1981272507, 6/16/2014 16:48:19,62.26,-10.91,0.00,8.47
1982172729, 6/16/2014 17:3:22,61.03,-10.88,0.00,8.47
1983072934, 6/16/2014 17:18:24,59.56,-10.88,0.00,8.47
1983973156, 6/16/2014 17:33:27,60.24,-10.89,0.00,8.47
1984873363, 6/16/2014 17:48:29,59.45,-10.92,0.00,8.47
1985773592, 6/16/2014 18:3:31,59.34,-10.91,0.00,8.47
1986673797, 6/16/2014 18:18:34,58.33,-10.91,0.00,8.47
1987574020, 6/16/2014 18:33:36,57.20,-10.99,0.00,8.47
1988474240, 6/16/2014 18:48:38,56.19,-10.95,0.00,8.47
1989374464, 6/16/2014 19:3:41,54.28,-10.97,0.00,8.47
1990274672, 6/16/2014 19:18:43,53.26,-10.90,0.00,8.47
1991174896, 6/16/2014 19:33:45,54.16,-10.88,0.00,8.47
1992075105, 6/16/2014 19:48:48,51.80,-10.91,0.00,8.47
1992975329, 6/16/2014 20:3:50,51.80,-10.95,0.00,8.47
1993875538, 6/16/2014 20:18:52,50.90,-10.96,0.00,8.47
1994775763, 6/16/2014 20:33:55,49.66,-10.93,0.00,8.47
1995675974, 6/16/2014 20:48:57,48.43,-10.93,0.00,8.47
1996576205, 6/16/2014 21:3:59,47.75,-10.97,0.00,8.47
1997476416, 6/16/2014 21:19:2,47.19,-10.95,0.00,8.47
1998376642, 6/16/2014 21:34:4,46.74,-10.93,0.00,8.47
1999276854, 6/16/2014 21:49:6,46.40,-11.03,0.00,8.47
2000177081, 6/16/2014 22:4:9,45.84,-10.96,0.00,8.47
2001077293, 6/16/2014 22:19:11,46.40,-11.01,0.00,8.47
2001977517, 6/16/2014 22:34:13,46.40,-11.04,0.00,8.47
2002877729, 6/16/2014 22:49:16,46.18,-11.12,0.00,8.47
2003777956, 6/16/2014 23:4:18,45.61,-11.05,0.00,8.47
2004678173, 6/16/2014 23:19:20,45.28,-11.02,0.00,8.47
2005578398, 6/16/2014 23:34:23,45.72,-11.07,0.00,8.47
2006478610, 6/16/2014 23:49:25,45.50,-11.07,0.00,8.47
2007378843, 6/17/2014 0:4:27,44.71,-11.01,0.00,8.47
2008279056, 6/17/2014 0:19:30,43.47,-11.07,0.00,8.47
2009179283, 6/17/2014 0:34:32,43.14,-11.02,0.00,8.47
2010079496, 6/17/2014 0:49:34,43.70,-11.12,0.00,8.47
2010979722, 6/17/2014 1:4:36,43.03,-11.17,0.00,8.47
2011879936, 6/17/2014 1:19:39,42.01,-11.21,0.00,8.47
2012780165, 6/17/2014 1:34:41,41.22,-11.21,0.00,8.47
2013680386, 6/17/2014 1:49:43,40.10,-11.23,0.00,8.47
2014580616, 6/17/2014 2:4:46,40.66,-11.17,0.00,8.47
2015480827, 6/17/2014 2:19:48,39.88,-11.19,0.00,8.47
2016381058, 6/17/2014 2:34:50,39.99,-11.19,0.00,8.47
2017281273, 6/17/2014 2:49:52,38.97,-11.34,0.00,8.47
2018181505, 6/17/2014 3:4:55,37.63,-11.25,0.00,8.47
2019081720, 6/17/2014 3:19:57,36.84,-11.22,0.00,8.47
2019981959, 6/17/2014 3:34:59,36.61,-11.22,0.00,8.47
2020882173, 6/17/2014 3:50:2,36.39,-11.18,0.00,8.47
2021782409, 6/17/2014 4:5:4,36.72,-11.12,0.00,8.47
2022682621, 6/17/2014 4:20:6,36.50,-11.15,0.00,8.47
2023582853, 6/17/2014 4:35:8,37.29,-11.22,0.00,8.47
2024483068, 6/17/2014 4:50:11,36.61,-11.22,0.00,8.47
2025383299, 6/17/2014 5:5:13,36.50,-11.17,0.00,8.47
2026283514, 6/17/2014 5:20:15,36.61,-11.17,0.00,8.47
2027183746, 6/17/2014 5:35:17,36.16,-11.22,0.00,8.47
2028083962, 6/17/2014 5:50:20,35.83,-11.25,0.00,8.47
2028984190, 6/17/2014 6:5:22,36.84,-11.26,0.00,8.47
2029884404, 6/17/2014 6:20:24,38.53,-11.19,0.00,8.47
2030784637, 6/17/2014 6:35:27,41.00,-11.25,0.00,8.47
2031684851, 6/17/2014 6:50:29,43.47,-11.28,0.00,8.47
2032585080, 6/17/2014 7:5:31,45.84,-11.23,0.00,8.47
2033485294, 6/17/2014 7:20:34,48.20,-11.33,0.00,8.47
2034385522, 6/17/2014 7:35:36,49.44,-11.35,0.00,8.47
2035285736, 6/17/2014 7:50:38,50.68,-11.43,0.00,8.47
2036185964, 6/17/2014 8:5:41,50.79,-11.31,0.00,8.47
2037086173, 6/17/2014 8:20:43,53.15,-11.34,0.00,8.47
2037986400, 6/17/2014 8:35:45,54.72,-11.37,0.00,8.47
2038886619, 6/17/2014 8:50:48,55.29,-11.53,0.00,8.47
2039786846, 6/17/2014 9:5:50,55.96,-11.39,0.00,8.47
2040687056, 6/17/2014 9:20:52,54.05,-11.32,0.00,8.47
2041587281, 6/17/2014 9:35:55,55.51,-11.22,0.00,8.47
2042487492, 6/17/2014 9:50:57,56.53,-11.23,0.00,8.47
2043387717, 6/17/2014 10:5:59,57.54,-11.32,0.00,8.47
2044287935, 6/17/2014 10:21:2,58.55,-11.24,0.00,8.47
2045188161, 6/17/2014 10:36:4,58.66,-11.36,0.00,8.47
2046088371, 6/17/2014 10:51:7,60.24,-11.44,0.00,8.47
2046988596, 6/17/2014 11:6:9,59.11,-11.26,0.00,8.47
2047888811, 6/17/2014 11:21:11,61.03,-11.25,0.00,8.47
2048789035, 6/17/2014 11:36:14,59.90,-11.24,0.00,8.47
2049689243, 6/17/2014 11:51:16,61.03,-11.24,0.00,8.47
2050589464, 6/17/2014 12:6:19,60.13,-11.19,0.00,8.47
2051489669, 6/17/2014 12:21:21,63.16,-11.17,0.00,8.47
2052389892, 6/17/2014 12:36:23,62.71,-11.16,0.00,8.47
2053290097, 6/17/2014 12:51:26,61.93,-11.31,0.00,8.47
2054190320, 6/17/2014 13:6:28,64.18,-11.17,0.00,8.47
2055090531, 6/17/2014 13:21:31,64.96,-11.20,0.00,8.47
2055990673, 6/17/2014 13:36:33,62.04,-11.31,0.00,8.47
2056890882, 6/17/2014 13:51:35,62.26,-11.29,0.00,8.47
2057791106, 6/17/2014 14:6:38,59.90,-11.25,0.00,8.47
2058691312, 6/17/2014 14:21:40,62.49,-11.09,0.00,8.47
2059591534, 6/17/2014 14:36:43,64.62,-11.09,0.00,8.47
2060491741, 6/17/2014 14:51:45,62.26,-10.96,0.00,8.47
2061391961, 6/17/2014 15:6:47,62.49,-10.81,0.00,8.47
2062292163, 6/17/2014 15:21:50,60.91,-10.44,0.00,8.47
2063192378, 6/17/2014 15:36:52,62.26,-10.06,0.00,8.47
2064092566, 6/17/2014 15:51:55,62.04,-8.59,0.00,8.47
2064992785, 6/17/2014 16:6:57,63.05,-9.82,0.00,8.47
2065892981, 6/17/2014 16:21:59,65.07,-9.76,0.00,8.47
2066793193, 6/17/2014 16:37:2,64.62,-9.71,0.00,8.47
2067693388, 6/17/2014 16:52:4,65.07,-9.56,0.00,8.47
2068593598, 6/17/2014 17:7:7,65.07,-9.56,0.00,8.47
2069493793, 6/17/2014 17:22:9,65.64,-9.53,0.00,8.47
2070394003, 6/17/2014 17:37:11,64.85,-9.57,0.00,8.47
2071294198, 6/17/2014 17:52:14,63.39,-9.55,0.00,8.47
2072194410, 6/17/2014 18:7:16,62.60,-9.55,0.00,8.47
2073094611, 6/17/2014 18:22:19,62.49,-9.52,0.00,8.47
2073994819, 6/17/2014 18:37:21,61.03,-9.53,0.00,8.47
2074895017, 6/17/2014 18:52:23,60.91,-9.80,0.00,8.47
2075795234, 6/17/2014 19:7:26,59.90,-10.39,0.00,8.47
2076695442, 6/17/2014 19:22:28,58.78,-10.90,0.00,8.47
2077595666, 6/17/2014 19:37:31,57.99,-11.26,0.00,8.47
2078495878, 6/17/2014 19:52:33,56.97,-11.47,0.00,8.47
2079396104, 6/17/2014 20:7:35,55.85,-11.59,0.00,8.47
2080296315, 6/17/2014 20:22:38,54.84,-11.67,0.00,8.47
2081196545, 6/17/2014 20:37:40,53.26,-11.77,0.00,8.47
2082096772, 6/17/2014 20:52:42,51.69,-11.79,0.00,8.47
2082997004, 6/17/2014 21:7:45,50.79,-11.87,0.00,8.47
2083897221, 6/17/2014 21:22:47,49.66,-11.88,0.00,8.47
2084797453, 6/17/2014 21:37:49,48.65,-11.88,0.00,8.47
2085697670, 6/17/2014 21:52:52,47.30,-11.83,0.00,8.47
2086597902, 6/17/2014 22:7:54,47.08,-11.85,0.00,8.47
2087498120, 6/17/2014 22:22:56,46.96,-11.84,0.00,8.47
2088398349, 6/17/2014 22:37:59,47.64,-11.83,0.00,8.47
2089298574, 6/17/2014 22:53:1,46.96,-11.95,0.00,8.47
2090198814, 6/17/2014 23:8:3,45.39,-12.08,0.00,8.47
2091099032, 6/17/2014 23:23:6,45.61,-11.87,0.00,8.47
2091999262, 6/17/2014 23:38:8,45.50,-11.86,0.00,8.47
2092899480, 6/17/2014 23:53:10,45.95,-11.87,0.00,8.47
2093799711, 6/18/2014 0:8:13,45.84,-11.88,0.00,8.47
2094699930, 6/18/2014 0:23:15,44.38,-11.94,0.00,8.47
2095600161, 6/18/2014 0:38:17,43.14,-11.92,0.00,8.47
2096500377, 6/18/2014 0:53:20,43.81,-11.89,0.00,8.47
2097400611, 6/18/2014 1:8:22,42.13,-11.88,0.00,8.47
2098300831, 6/18/2014 1:23:24,41.56,-11.97,0.00,8.47
2099201073, 6/18/2014 1:38:27,41.00,-12.07,0.00,8.47
2100101293, 6/18/2014 1:53:29,39.76,-11.89,0.00,8.47
2101001526, 6/18/2014 2:8:31,40.21,-11.94,0.00,8.47
2101901746, 6/18/2014 2:23:33,41.11,-11.95,0.00,8.47
2102801983, 6/18/2014 2:38:36,39.65,-12.08,0.00,8.47
2103702203, 6/18/2014 2:53:38,39.09,-11.94,0.00,8.47
2104602439, 6/18/2014 3:8:40,38.75,-11.95,0.00,8.47
2105502660, 6/18/2014 3:23:43,38.30,-11.88,0.00,8.47
2106402896, 6/18/2014 3:38:45,39.09,-11.95,0.00,8.47
2107303123, 6/18/2014 3:53:47,37.06,-12.04,0.00,8.47
2108203360, 6/18/2014 4:8:50,37.29,-11.89,0.00,8.47
2109103582, 6/18/2014 4:23:52,38.19,-12.05,0.00,8.47
2110003818, 6/18/2014 4:38:54,36.28,-12.01,0.00,8.47
2110904040, 6/18/2014 4:53:56,36.61,-11.96,0.00,8.47
2111804274, 6/18/2014 5:8:59,35.83,-11.97,0.00,8.47
2112704494, 6/18/2014 5:24:1,34.36,-12.04,0.00,8.47
2113604730, 6/18/2014 5:39:3,34.81,-11.91,0.00,8.47
2114504952, 6/18/2014 5:54:5,35.60,-11.98,0.00,8.47
2115405190, 6/18/2014 6:9:8,36.72,-12.02,0.00,8.47
2116305417, 6/18/2014 6:24:10,38.97,-12.03,0.00,8.47
2117205652, 6/18/2014 6:39:12,40.78,-11.99,0.00,8.47
2118105872, 6/18/2014 6:54:15,43.81,-12.03,0.00,8.47
2119006114, 6/18/2014 7:9:17,46.40,-12.02,0.00,8.47
2119906333, 6/18/2014 7:24:19,47.75,-12.02,0.00,8.47
2120806566, 6/18/2014 7:39:22,49.66,-12.01,0.00,8.47
2121706783, 6/18/2014 7:54:24,53.04,-12.07,0.00,8.47
2122607015, 6/18/2014 8:9:26,54.39,-12.05,0.00,8.47
2123507231, 6/18/2014 8:24:29,55.85,-12.07,0.00,8.47
2124407476, 6/18/2014 8:39:31,56.86,-12.16,0.00,8.47
2125307693, 6/18/2014 8:54:33,57.65,-12.11,0.00,8.47
2126207925, 6/18/2014 9:9:36,58.66,-12.30,0.00,8.47
2127108141, 6/18/2014 9:24:38,59.22,-12.18,0.00,8.47
2128008373, 6/18/2014 9:39:41,59.79,-12.25,0.00,8.47
2128908588, 6/18/2014 9:54:43,61.25,-12.19,0.00,8.47
2129808819, 6/18/2014 10:9:45,61.59,-12.23,0.00,8.47
2130709036, 6/18/2014 10:24:48,62.83,-12.36,0.00,8.47
2131609265, 6/18/2014 10:39:50,63.84,-12.25,0.00,8.47
2132509479, 6/18/2014 10:54:53,64.40,-12.20,0.00,8.47
2133409716, 6/18/2014 11:9:55,64.40,-12.20,0.00,8.47
2134309929, 6/18/2014 11:24:58,65.64,-12.17,0.00,8.47
2135210160, 6/18/2014 11:40:0,66.87,-12.17,0.00,8.47
2136110373, 6/18/2014 11:55:2,66.99,-12.22,0.00,8.47
2137010603, 6/18/2014 12:10:5,68.68,-12.14,0.00,8.47
2137910817, 6/18/2014 12:25:7,69.80,-12.32,0.00,8.47
2138811046, 6/18/2014 12:40:10,69.01,-12.14,0.00,8.47
2139711259, 6/18/2014 12:55:12,69.91,-12.15,0.00,8.47
2140611485, 6/18/2014 13:10:15,69.80,-12.18,0.00,8.47
2141511705, 6/18/2014 13:25:17,71.37,-12.31,0.00,8.47
2142411933, 6/18/2014 13:40:20,71.94,-12.17,0.00,8.47
2143312145, 6/18/2014 13:55:22,72.50,-12.19,0.00,8.47
2144212373, 6/18/2014 14:10:25,72.95,-12.16,0.00,8.47
2145112584, 6/18/2014 14:25:27,73.51,-12.14,0.00,8.47
2146012809, 6/18/2014 14:40:30,73.29,-12.16,0.00,8.47
2146913017, 6/18/2014 14:55:32,74.75,-12.25,0.00,8.47
2147813244, 6/18/2014 15:10:35,74.86,-12.26,0.00,8.47
2148713457, 6/18/2014 15:25:37,75.09,-12.28,0.00,8.47
2149613688, 6/18/2014 15:40:40,76.10,-12.39,0.00,8.47
2150513897, 6/18/2014 15:55:43,75.43,-12.20,0.00,8.47
2151414124, 6/18/2014 16:10:45,75.76,-12.24,0.00,8.47
2152314336, 6/18/2014 16:25:48,76.32,-12.23,0.00,8.47
2153214562, 6/18/2014 16:40:50,76.77,-12.18,0.00,8.47
2154114775, 6/18/2014 16:55:53,75.76,-12.28,0.00,8.47
2155015001, 6/18/2014 17:10:55,75.65,-12.23,0.00,8.47
2155915212, 6/18/2014 17:25:58,76.21,-12.15,0.00,8.47
2156815447, 6/18/2014 17:41:0,75.20,-12.12,0.00,8.47
2157715658, 6/18/2014 17:56:3,74.41,-12.16,0.00,8.47
2158615899, 6/18/2014 18:11:5,72.84,-12.15,0.00,8.47
2159516106, 6/18/2014 18:26:8,72.16,-11.60,0.00,8.47
2160416331, 6/18/2014 18:41:10,71.04,-11.68,0.00,8.47
2161316542, 6/18/2014 18:56:13,70.36,-11.88,0.00,8.47
2162216769, 6/18/2014 19:11:15,69.24,-12.07,0.00,8.47
2163116984, 6/18/2014 19:26:18,68.11,-12.27,0.00,8.47
2164017214, 6/18/2014 19:41:20,66.87,-12.44,0.00,8.47
2164917430, 6/18/2014 19:56:23,65.41,-12.63,0.00,8.47
2165817664, 6/18/2014 20:11:25,63.39,-12.84,0.00,8.47
2166717892, 6/18/2014 20:26:28,61.59,-13.06,0.00,8.47
2167618131, 6/18/2014 20:41:30,58.78,-13.24,0.00,8.47
2168518355, 6/18/2014 20:56:32,57.54,-13.37,0.00,8.47
2169418598, 6/18/2014 21:11:35,55.63,-13.56,0.00,8.47
2170318824, 6/18/2014 21:26:37,55.29,-13.66,0.00,8.47
2171219067, 6/18/2014 21:41:40,54.84,-13.73,0.00,8.47
2172119296, 6/18/2014 21:56:42,54.39,-13.85,0.00,8.47
2173019542, 6/18/2014 22:11:44,54.16,-13.98,0.00,8.47
2173919771, 6/18/2014 22:26:47,53.04,-13.99,0.00,8.47
2174820025, 6/18/2014 22:41:49,52.47,-14.04,0.00,8.47
2175720258, 6/18/2014 22:56:51,51.46,-14.08,0.00,8.47
2176620505, 6/18/2014 23:11:54,51.80,-14.00,0.00,8.47
2177520739, 6/18/2014 23:26:56,50.34,-14.21,0.00,8.47
2178420988, 6/18/2014 23:41:59,49.33,-14.10,0.00,8.47
2179321221, 6/18/2014 23:57:1,50.34,-13.98,0.00,8.47
2180221468, 6/19/2014 0:12:3,49.89,-13.99,0.00,8.47
2181121702, 6/19/2014 0:27:6,50.90,-14.14,0.00,8.47
2182021952, 6/19/2014 0:42:8,48.43,-14.22,0.00,8.47
2182922184, 6/19/2014 0:57:10,47.41,-14.22,0.00,8.47
2183822438, 6/19/2014 1:12:13,46.40,-14.20,0.00,8.47
2184722674, 6/19/2014 1:27:15,46.18,-14.18,0.00,8.47
2185622925, 6/19/2014 1:42:17,46.96,-14.24,0.00,8.47
2186523161, 6/19/2014 1:57:20,45.61,-14.29,0.00,8.47
2187423410, 6/19/2014 2:12:22,45.50,-14.28,0.00,8.47
2188323646, 6/19/2014 2:27:24,44.60,-14.22,0.00,8.47
2189223898, 6/19/2014 2:42:27,44.60,-14.27,0.00,8.47
2190124135, 6/19/2014 2:57:29,43.59,-14.31,0.00,8.47
2191024387, 6/19/2014 3:12:32,44.04,-14.25,0.00,8.47
2191924375, 6/19/2014 3:27:34,43.59,-14.37,0.00,8.47
2192824626, 6/19/2014 3:42:36,43.47,-14.41,0.00,8.47
2193724626, 6/19/2014 3:57:38,43.25,-14.29,0.00,8.47
2194624879, 6/19/2014 4:12:40,43.93,-14.34,0.00,8.47
2195524864, 6/19/2014 4:27:42,43.47,-14.33,0.00,8.47
2196425116, 6/19/2014 4:42:45,42.91,-14.27,0.00,8.47
2197325102, 6/19/2014 4:57:47,42.80,-14.33,0.00,8.47
2198225354, 6/19/2014 5:12:49,42.80,-14.29,0.00,8.47
2199125340, 6/19/2014 5:27:51,42.35,-14.32,0.00,8.47
2200025592, 6/19/2014 5:42:54,41.68,-14.27,0.00,8.47
2200925583, 6/19/2014 5:57:56,41.90,-14.26,0.00,8.47
2201825836, 6/19/2014 6:12:58,43.03,-14.30,0.00,8.47
2202726072, 6/19/2014 6:28:0,45.61,-14.26,0.00,8.47
2203626322, 6/19/2014 6:43:3,47.97,-14.31,0.00,8.47
2204526558, 6/19/2014 6:58:5,50.45,-14.37,0.00,8.47
2205426808, 6/19/2014 7:13:7,52.93,-14.38,0.00,8.47
2206327043, 6/19/2014 7:28:10,53.49,-14.35,0.00,8.47
2207227291, 6/19/2014 7:43:12,55.29,-14.35,0.00,8.47
2208127524, 6/19/2014 7:58:15,58.21,-14.36,0.00,8.47
2209027777, 6/19/2014 8:13:17,60.46,-14.35,0.00,8.47
2209928009, 6/19/2014 8:28:19,62.38,-14.38,0.00,8.47
2210828256, 6/19/2014 8:43:22,64.29,-14.48,0.00,8.47
2211728486, 6/19/2014 8:58:24,65.97,-14.37,0.00,8.47
2212628731, 6/19/2014 9:13:27,67.32,-14.44,0.00,8.47
2213528963, 6/19/2014 9:28:29,68.79,-14.47,0.00,8.47
2214429208, 6/19/2014 9:43:32,69.69,-14.55,0.00,8.47
2215329435, 6/19/2014 9:58:34,70.25,-14.51,0.00,8.47
2216229680, 6/19/2014 10:13:36,70.70,-14.42,0.00,8.47
2217129909, 6/19/2014 10:28:39,71.60,-14.42,0.00,8.47
2218030156, 6/19/2014 10:43:41,73.51,-14.49,0.00,8.47
2218930381, 6/19/2014 10:58:44,73.74,-14.39,0.00,8.47
2219830624, 6/19/2014 11:13:46,75.54,-14.34,0.00,8.47
2220730844, 6/19/2014 11:28:49,77.11,-13.41,0.00,8.47
2221631065, 6/19/2014 11:43:51,76.32,-11.46,0.00,8.47
2222531280, 6/19/2014 11:58:54,77.11,-12.77,0.00,8.47
2223431486, 6/19/2014 12:13:56,77.68,-9.92,0.00,8.47
2224331703, 6/19/2014 12:28:59,79.14,-13.09,0.00,8.47
2225231945, 6/19/2014 12:44:1,79.70,-14.52,0.00,8.47
2226131931, 6/19/2014 12:59:4,79.70,-13.76,0.00,8.47
2227032172, 6/19/2014 13:14:6,77.79,-14.32,0.00,8.47
2227932398, 6/19/2014 13:29:9,79.25,-14.31,0.00,8.47
2228832644, 6/19/2014 13:44:11,81.05,-14.43,0.00,8.47
2229732860, 6/19/2014 13:59:14,81.84,-13.17,0.00,8.47
2230633097, 6/19/2014 14:14:16,81.50,-13.75,0.00,8.47
2231533331, 6/19/2014 14:29:19,82.18,-14.32,0.00,8.47
2232433570, 6/19/2014 14:44:22,81.72,-14.26,0.00,8.47
2233333796, 6/19/2014 14:59:24,82.40,-14.43,0.00,8.47
2234234037, 6/19/2014 15:14:27,81.72,-14.28,0.00,8.47
2235134268, 6/19/2014 15:29:29,81.50,-14.28,0.00,8.47
2236034507, 6/19/2014 15:44:32,81.39,-14.25,0.00,8.47
2236934733, 6/19/2014 15:59:34,81.84,-14.30,0.00,8.47
2237834971, 6/19/2014 16:14:37,81.16,-14.31,0.00,8.47
2238735197, 6/19/2014 16:29:39,81.05,-14.28,0.00,8.47
2239635437, 6/19/2014 16:44:42,80.04,-14.33,0.00,8.47
2240535664, 6/19/2014 16:59:45,80.15,-14.30,0.00,8.47
2241435906, 6/19/2014 17:14:47,79.14,-14.34,0.00,8.47
2242336132, 6/19/2014 17:29:50,78.69,-14.30,0.00,8.47
2243236380, 6/19/2014 17:44:52,76.55,-14.35,0.00,8.47
2244136605, 6/19/2014 17:59:55,75.87,-14.35,0.00,8.47
2245036844, 6/19/2014 18:14:57,76.66,-14.33,0.00,8.47
2245937069, 6/19/2014 18:30:0,73.85,-14.34,0.00,8.47
2246837310, 6/19/2014 18:45:2,72.39,-14.36,0.00,8.47
2247737539, 6/19/2014 19:0:5,70.70,-14.33,0.00,8.47
2248637783, 6/19/2014 19:15:7,69.69,-14.33,0.00,8.47
2249538013, 6/19/2014 19:30:10,68.56,-14.34,0.00,8.47
2250438257, 6/19/2014 19:45:12,67.44,-14.31,0.00,8.47
2251338492, 6/19/2014 20:0:14,66.87,-14.30,0.00,8.47
2252238738, 6/19/2014 20:15:17,65.64,-14.33,0.00,8.47
2253138969, 6/19/2014 20:30:19,64.40,-14.37,0.00,8.47
2254039216, 6/19/2014 20:45:22,63.50,-14.31,0.00,8.47
2254939447, 6/19/2014 21:0:24,62.60,-14.29,0.00,8.47
2255839693, 6/19/2014 21:15:27,61.70,-14.29,0.00,8.47
2256739923, 6/19/2014 21:30:29,62.71,-14.21,0.00,8.47
2257640169, 6/19/2014 21:45:31,63.05,-14.20,0.00,8.47
2258540400, 6/19/2014 22:0:34,62.15,-14.25,0.00,8.47
2259440646, 6/19/2014 22:15:36,61.59,-14.23,0.00,8.47
2260340883, 6/19/2014 22:30:39,60.91,-14.32,0.00,8.47
2261241131, 6/19/2014 22:45:41,60.01,-14.27,0.00,8.47
2262141363, 6/19/2014 23:0:43,59.11,-14.29,0.00,8.47
2263041613, 6/19/2014 23:15:46,59.45,-14.25,0.00,8.47
2263941846, 6/19/2014 23:30:48,58.78,-14.24,0.00,8.47
2264842093, 6/19/2014 23:45:50,58.55,-14.24,0.00,8.47
2265742321, 6/20/2014 0:0:53,58.21,-14.20,0.00,8.47
2266642567, 6/20/2014 0:15:55,57.43,-14.33,0.00,8.47
2267542800, 6/20/2014 0:30:58,56.19,-14.28,0.00,8.47
2268443064, 6/20/2014 0:46:0,55.18,-14.37,0.00,8.47
2269343298, 6/20/2014 1:1:2,54.05,-14.33,0.00,8.47
