Time since reset,Log Time,Air Temp,Water Height,Flow Rate,Accumulated Flow
milliseconds, ,farenheit,inches,CFS,acre feet
2270243548, 6/20/2014 1:16:5,52.36,-14.38,0.00,8.47
2271143780, 6/20/2014 1:31:7,51.91,-14.31,0.00,8.47
2272044027, 6/20/2014 1:46:9,51.58,-14.40,0.00,8.47
2272944264, 6/20/2014 2:1:12,49.44,-14.42,0.00,8.47
2273844512, 6/20/2014 2:16:14,48.88,-14.33,0.00,8.47
2274744745, 6/20/2014 2:31:16,48.31,-14.33,0.00,8.47
2275644997, 6/20/2014 2:46:19,47.75,-14.39,0.00,8.47
2276544980, 6/20/2014 3:1:21,48.54,-14.30,0.00,8.47
2277445237, 6/20/2014 3:16:23,47.41,-14.32,0.00,8.47
2278345472, 6/20/2014 3:31:26,46.63,-14.36,0.00,8.47
2279245723, 6/20/2014 3:46:28,47.53,-14.30,0.00,8.47
2280145959, 6/20/2014 4:1:30,46.29,-14.25,0.00,8.47
2281046210, 6/20/2014 4:16:33,46.96,-14.28,0.00,8.47
2281946446, 6/20/2014 4:31:35,46.51,-14.31,0.00,8.47
2282846699, 6/20/2014 4:46:37,45.95,-14.43,0.00,8.47
2283746684, 6/20/2014 5:1:39,45.05,-14.37,0.00,8.47
2284646936, 6/20/2014 5:16:42,44.83,-14.28,0.00,8.47
2285546927, 6/20/2014 5:31:44,44.83,-14.33,0.00,8.47
2286447179, 6/20/2014 5:46:46,44.26,-14.36,0.00,8.47
2287347415, 6/20/2014 6:1:49,44.38,-14.43,0.00,8.47
2288247666, 6/20/2014 6:16:51,45.16,-14.30,0.00,8.47
2289147651, 6/20/2014 6:31:53,47.53,-14.35,0.00,8.47
2290047901, 6/20/2014 6:46:55,50.45,-14.37,0.00,8.47
2290948133, 6/20/2014 7:1:58,52.93,-14.41,0.00,8.47
2291848383, 6/20/2014 7:17:0,54.84,-14.39,0.00,8.47
2292748616, 6/20/2014 7:32:3,56.75,-14.41,0.00,8.47
2293648865, 6/20/2014 7:47:5,58.21,-14.41,0.00,8.47
2294548851, 6/20/2014 8:2:7,60.46,-14.40,0.00,8.47
2295449099, 6/20/2014 8:17:9,62.04,-14.42,0.00,8.47
2296349330, 6/20/2014 8:32:12,64.06,-14.43,0.00,8.47
2297249577, 6/20/2014 8:47:14,64.74,-14.52,0.00,8.47
2298149563, 6/20/2014 9:2:16,65.75,-14.39,0.00,8.47
2299049808, 6/20/2014 9:17:19,67.66,-14.43,0.00,8.47
2299950039, 6/20/2014 9:32:21,67.66,-14.41,0.00,8.47
2300850284, 6/20/2014 9:47:24,69.01,-14.44,0.00,8.47
2301750514, 6/20/2014 10:2:26,69.91,-14.45,0.00,8.47
2302650765, 6/20/2014 10:17:29,70.02,-14.40,0.00,8.47
2303550993, 6/20/2014 10:32:31,71.04,-14.36,0.00,8.47
2304451237, 6/20/2014 10:47:34,71.82,-14.42,0.00,8.47
2305351467, 6/20/2014 11:2:36,72.50,-14.41,0.00,8.47
2306251720, 6/20/2014 11:17:39,73.18,-14.53,0.00,8.47
2307151946, 6/20/2014 11:32:41,75.09,-14.55,0.00,8.47
2308052190, 6/20/2014 11:47:44,74.97,-14.41,0.00,8.47
2308952418, 6/20/2014 12:2:46,75.54,-14.42,0.00,8.47
2309852658, 6/20/2014 12:17:49,76.44,-14.38,0.00,8.47
2310752885, 6/20/2014 12:32:51,76.32,-14.41,0.00,8.47
2311653135, 6/20/2014 12:47:54,75.76,-14.36,0.00,8.47
2312553359, 6/20/2014 13:2:56,76.89,-14.38,0.00,8.47
2313453601, 6/20/2014 13:17:59,76.44,-14.38,0.00,8.47
2314353825, 6/20/2014 13:33:1,76.77,-14.38,0.00,8.47
2315254068, 6/20/2014 13:48:4,77.56,-14.35,0.00,8.47
2316154295, 6/20/2014 14:3:6,78.24,-14.44,0.00,8.47
2317054536, 6/20/2014 14:18:9,77.90,-14.37,0.00,8.47
2317954763, 6/20/2014 14:33:11,77.68,-14.35,0.00,8.47
2318855006, 6/20/2014 14:48:14,78.35,-14.40,0.00,8.47
2319755236, 6/20/2014 15:3:16,78.69,-14.05,0.00,8.47
2320655461, 6/20/2014 15:18:19,77.45,-11.98,0.00,8.47
2321555644, 6/20/2014 15:33:21,77.56,-8.43,0.00,8.47
2322455824, 6/20/2014 15:48:24,77.22,-6.28,0.00,8.47
2323355981, 6/20/2014 16:3:26,76.32,-5.00,0.00,8.47
2324256147, 6/20/2014 16:18:29,76.21,-3.92,0.00,8.47
2325156291, 6/20/2014 16:33:31,75.65,-3.07,0.00,8.47
2326056444, 6/20/2014 16:48:34,75.31,-2.35,0.00,8.47
2326956579, 6/20/2014 17:3:36,74.97,-1.81,0.00,8.47
2327856726, 6/20/2014 17:18:38,75.09,-1.31,0.00,8.47
2328756859, 6/20/2014 17:33:41,75.09,-0.89,0.00,8.47
2329657000, 6/20/2014 17:48:43,74.07,-0.57,0.00,8.47
2330557125, 6/20/2014 18:3:46,73.06,-0.30,0.00,8.47
2331457262, 6/20/2014 18:18:48,72.39,-0.05,0.00,8.47
2332357391, 6/20/2014 18:33:50,70.81,0.15,0.03,8.47
2333257527, 6/20/2014 18:48:53,70.25,0.34,0.10,8.48
2334157645, 6/20/2014 19:3:55,70.36,0.45,0.15,8.48
2335057780, 6/20/2014 19:18:58,68.68,0.55,0.20,8.48
2335957896, 6/20/2014 19:34:0,67.44,0.65,0.26,8.49
2336858036, 6/20/2014 19:49:2,65.97,0.69,0.28,8.50
2337758153, 6/20/2014 20:4:5,65.19,0.74,0.31,8.50
2338658287, 6/20/2014 20:19:7,63.95,0.75,0.32,8.51
2339558406, 6/20/2014 20:34:9,62.71,0.83,0.37,8.52
2340458540, 6/20/2014 20:49:12,61.59,0.82,0.36,8.52
2341358659, 6/20/2014 21:4:14,60.46,0.78,0.34,8.53
2342258793, 6/20/2014 21:19:16,59.00,0.86,0.39,8.54
2343158921, 6/20/2014 21:34:18,58.21,0.84,0.38,8.55
2344059056, 6/20/2014 21:49:21,57.54,0.80,0.35,8.55
2344959174, 6/20/2014 22:4:23,56.97,0.83,0.37,8.56
2345859315, 6/20/2014 22:19:25,56.19,0.81,0.36,8.57
2346759436, 6/20/2014 22:34:27,55.51,0.82,0.36,8.58
2347659571, 6/20/2014 22:49:30,55.40,0.81,0.35,8.58
2348559690, 6/20/2014 23:4:32,54.95,0.77,0.33,8.59
2349459826, 6/20/2014 23:19:34,53.04,0.87,0.40,8.60
2350359946, 6/20/2014 23:34:36,52.36,0.85,0.38,8.61
2351260079, 6/20/2014 23:49:39,52.70,0.83,0.37,8.61
2352160195, 6/21/2014 0:4:41,52.25,0.86,0.39,8.62
2353060331, 6/21/2014 0:19:43,52.14,0.83,0.37,8.63
2353960452, 6/21/2014 0:34:45,51.46,0.77,0.33,8.64
2354860594, 6/21/2014 0:49:48,50.34,0.81,0.35,8.64
2355760715, 6/21/2014 1:4:50,50.22,0.77,0.33,8.65
2356660852, 6/21/2014 1:19:52,49.21,0.76,0.32,8.66
2357560974, 6/21/2014 1:34:54,48.20,0.72,0.30,8.66
2358461111, 6/21/2014 1:49:57,48.43,0.75,0.32,8.67
2359361232, 6/21/2014 2:4:59,48.54,0.74,0.31,8.68
2360261366, 6/21/2014 2:20:1,47.30,0.74,0.31,8.68
2361161489, 6/21/2014 2:35:3,47.08,0.75,0.32,8.69
2362061626, 6/21/2014 2:50:6,47.30,0.76,0.32,8.70
2362961748, 6/21/2014 3:5:8,46.51,0.69,0.28,8.70
2363861891, 6/21/2014 3:20:10,46.63,0.80,0.35,8.71
2364762014, 6/21/2014 3:35:12,44.38,0.69,0.28,8.71
2365662151, 6/21/2014 3:50:14,45.39,0.76,0.32,8.72
2366562273, 6/21/2014 4:5:17,45.72,0.79,0.34,8.73
2367462418, 6/21/2014 4:20:19,45.84,0.74,0.31,8.73
2368362540, 6/21/2014 4:35:21,45.28,0.77,0.33,8.74
2369262676, 6/21/2014 4:50:23,45.61,0.80,0.35,8.75
2370162799, 6/21/2014 5:5:26,46.06,0.79,0.34,8.76
2371062936, 6/21/2014 5:20:28,44.83,0.74,0.31,8.76
2371963059, 6/21/2014 5:35:30,44.83,0.73,0.30,8.77
2372863203, 6/21/2014 5:50:32,45.16,0.76,0.32,8.77
2373763324, 6/21/2014 6:5:34,45.16,0.79,0.34,8.78
2374663462, 6/21/2014 6:20:37,46.96,0.70,0.29,8.79
2375563585, 6/21/2014 6:35:39,49.33,0.69,0.28,8.79
2376463721, 6/21/2014 6:50:41,51.35,0.69,0.28,8.80
2377363843, 6/21/2014 7:5:43,53.26,0.70,0.29,8.81
2378263979, 6/21/2014 7:20:46,54.84,0.76,0.32,8.81
2379164109, 6/21/2014 7:35:48,57.20,-0.78,0.00,8.81
2380064272, 6/21/2014 7:50:50,58.33,-2.95,0.00,8.81
2380964447, 6/21/2014 8:5:53,60.35,-4.71,0.00,8.81
2381864631, 6/21/2014 8:20:55,61.81,-5.99,0.00,8.81
2382764808, 6/21/2014 8:35:57,63.05,-7.04,0.00,8.81
2383665000, 6/21/2014 8:51:0,63.72,-7.55,0.00,8.81
2384565183, 6/21/2014 9:6:2,65.07,-7.97,0.00,8.81
2385465382, 6/21/2014 9:21:4,65.30,-8.22,0.00,8.81
2386365568, 6/21/2014 9:36:7,65.75,-8.28,0.00,8.81
2387265769, 6/21/2014 9:51:9,66.99,-8.42,0.00,8.81
2388165954, 6/21/2014 10:6:12,67.44,-8.39,0.00,8.81
2389066156, 6/21/2014 10:21:14,68.45,-8.51,0.00,8.81
2389966347, 6/21/2014 10:36:16,70.02,-8.54,0.00,8.81
2390866548, 6/21/2014 10:51:19,70.70,-8.53,0.00,8.81
2391766733, 6/21/2014 11:6:21,71.94,-8.55,0.00,8.81
2392666934, 6/21/2014 11:21:24,72.39,-8.51,0.00,8.81
2393567119, 6/21/2014 11:36:26,73.06,-8.49,0.00,8.81
2394467318, 6/21/2014 11:51:29,73.18,-8.54,0.00,8.81
2395367503, 6/21/2014 12:6:31,74.41,-8.60,0.00,8.81
2396267704, 6/21/2014 12:21:34,72.27,-8.52,0.00,8.81
2397167888, 6/21/2014 12:36:36,75.43,-8.45,0.00,8.81
2398068087, 6/21/2014 12:51:39,75.54,-8.54,0.00,8.81
2398968279, 6/21/2014 13:6:41,74.41,-8.51,0.00,8.81
2399868478, 6/21/2014 13:21:44,74.86,-8.52,0.00,8.81
2400768660, 6/21/2014 13:36:46,74.41,-8.47,0.00,8.81
2401668862, 6/21/2014 13:51:49,76.32,-8.50,0.00,8.81
2402569047, 6/21/2014 14:6:51,75.76,-8.48,0.00,8.81
2403469246, 6/21/2014 14:21:54,75.43,-8.52,0.00,8.81
2404369430, 6/21/2014 14:36:56,76.44,-8.45,0.00,8.81
2405269627, 6/21/2014 14:51:59,77.22,-8.67,0.00,8.81
2406169810, 6/21/2014 15:7:1,77.90,-8.51,0.00,8.81
2407070016, 6/21/2014 15:22:4,78.69,-8.64,0.00,8.81
2407970199, 6/21/2014 15:37:6,79.14,-8.56,0.00,8.81
2408870398, 6/21/2014 15:52:9,78.69,-8.50,0.00,8.81
2409770582, 6/21/2014 16:7:11,78.35,-8.53,0.00,8.81
2410670781, 6/21/2014 16:22:14,78.46,-8.59,0.00,8.81
2411570963, 6/21/2014 16:37:16,77.34,-8.56,0.00,8.81
2412471161, 6/21/2014 16:52:19,77.56,-8.50,0.00,8.81
2413371346, 6/21/2014 17:7:21,76.21,-8.52,0.00,8.81
2414271543, 6/21/2014 17:22:24,76.55,-8.53,0.00,8.81
2415171728, 6/21/2014 17:37:26,75.09,-8.58,0.00,8.81
2416071934, 6/21/2014 17:52:29,75.20,-8.54,0.00,8.81
2416972119, 6/21/2014 18:7:31,74.30,-8.55,0.00,8.81
2417872327, 6/21/2014 18:22:33,73.29,-8.56,0.00,8.81
2418772513, 6/21/2014 18:37:36,72.50,-8.57,0.00,8.81
2419672711, 6/21/2014 18:52:38,71.49,-8.56,0.00,8.81
2420572897, 6/21/2014 19:7:41,70.47,-8.58,0.00,8.81
2421473099, 6/21/2014 19:22:43,69.24,-8.58,0.00,8.81
2422373285, 6/21/2014 19:37:46,67.77,-8.56,0.00,8.81
2423273489, 6/21/2014 19:52:48,66.54,-8.59,0.00,8.81
2424173682, 6/21/2014 20:7:50,65.41,-8.59,0.00,8.81
2425073886, 6/21/2014 20:22:53,64.06,-8.62,0.00,8.81
2425974075, 6/21/2014 20:37:55,62.15,-8.65,0.00,8.81
2426874276, 6/21/2014 20:52:58,60.24,-8.66,0.00,8.81
2427774467, 6/21/2014 21:8:0,58.55,-8.69,0.00,8.81
2428674671, 6/21/2014 21:23:2,56.97,-8.58,0.00,8.81
2429574861, 6/21/2014 21:38:5,56.53,-8.62,0.00,8.81
2430475067, 6/21/2014 21:53:7,55.51,-8.65,0.00,8.81
2431375258, 6/21/2014 22:8:9,53.60,-8.69,0.00,8.81
2432275464, 6/21/2014 22:23:12,54.28,-8.59,0.00,8.81
2433175661, 6/21/2014 22:38:14,55.06,-8.68,0.00,8.81
2434075868, 6/21/2014 22:53:16,54.39,-8.66,0.00,8.81
2434976058, 6/21/2014 23:8:19,54.39,-8.61,0.00,8.81
2435876264, 6/21/2014 23:23:21,54.72,-8.66,0.00,8.81
2436776463, 6/21/2014 23:38:23,53.94,-8.73,0.00,8.81
2437676669, 6/21/2014 23:53:26,53.38,-8.66,0.00,8.81
2438576861, 6/22/2014 0:8:28,52.81,-8.65,0.00,8.81
2439477068, 6/22/2014 0:23:30,51.58,-8.72,0.00,8.81
2440377261, 6/22/2014 0:38:33,51.80,-8.70,0.00,8.81
2441277464, 6/22/2014 0:53:35,52.47,-8.69,0.00,8.81
2442177664, 6/22/2014 1:8:37,51.13,-8.81,0.00,8.81
2443077872, 6/22/2014 1:23:40,49.89,-8.86,0.00,8.81
2443978064, 6/22/2014 1:38:42,48.09,-8.86,0.00,8.81
2444878273, 6/22/2014 1:53:44,48.65,-8.80,0.00,8.81
2445778468, 6/22/2014 2:8:46,47.53,-8.91,0.00,8.81
2446678678, 6/22/2014 2:23:49,47.08,-8.87,0.00,8.81
2447578873, 6/22/2014 2:38:51,46.06,-8.90,0.00,8.81
2448479084, 6/22/2014 2:53:53,45.16,-8.89,0.00,8.81
2449379279, 6/22/2014 3:8:56,45.72,-8.84,0.00,8.81
2450279495, 6/22/2014 3:23:58,46.29,-8.92,0.00,8.81
2451179691, 6/22/2014 3:39:0,46.51,-8.88,0.00,8.81
2452079898, 6/22/2014 3:54:3,46.29,-8.90,0.00,8.81
2452980093, 6/22/2014 4:9:5,45.72,-8.90,0.00,8.81
2453880303, 6/22/2014 4:24:7,46.18,-8.87,0.00,8.81
2454780498, 6/22/2014 4:39:10,46.40,-8.91,0.00,8.81
2455680717, 6/22/2014 4:54:12,45.95,-8.88,0.00,8.81
2456580913, 6/22/2014 5:9:14,44.94,-8.93,0.00,8.81
2457481123, 6/22/2014 5:24:16,44.94,-8.93,0.00,8.81
2458381319, 6/22/2014 5:39:19,45.50,-8.91,0.00,8.81
2459281536, 6/22/2014 5:54:21,46.06,-8.90,0.00,8.81
2460181731, 6/22/2014 6:9:23,46.06,-8.93,0.00,8.81
2461081937, 6/22/2014 6:24:26,48.09,-8.88,0.00,8.81
2461982128, 6/22/2014 6:39:28,49.89,-8.89,0.00,8.81
2462882336, 6/22/2014 6:54:30,52.70,-8.88,0.00,8.81
2463782529, 6/22/2014 7:9:33,54.72,-8.86,0.00,8.81
2464682736, 6/22/2014 7:24:35,56.97,-8.86,0.00,8.81
2465582927, 6/22/2014 7:39:37,59.56,-8.89,0.00,8.81
2466483133, 6/22/2014 7:54:40,61.93,-8.92,0.00,8.81
2467383320, 6/22/2014 8:9:42,63.72,-8.85,0.00,8.81
2468283531, 6/22/2014 8:24:44,63.95,-8.90,0.00,8.81
2469183729, 6/22/2014 8:39:47,64.51,-9.97,0.00,8.81
2470083946, 6/22/2014 8:54:49,66.09,-10.54,0.00,8.81
2470984157, 6/22/2014 9:9:51,67.10,-10.77,0.00,8.81
2471884376, 6/22/2014 9:24:54,69.01,-10.95,0.00,8.81
2472784581, 6/22/2014 9:39:56,69.01,-11.07,0.00,8.81
2473684800, 6/22/2014 9:54:59,70.14,-11.07,0.00,8.81
2474585003, 6/22/2014 10:10:1,69.69,-11.18,0.00,8.81
2475485223, 6/22/2014 10:25:3,71.26,-11.22,0.00,8.81
2476385434, 6/22/2014 10:40:6,71.60,-11.17,0.00,8.81
2477285654, 6/22/2014 10:55:8,72.84,-11.20,0.00,8.81
2478185860, 6/22/2014 11:10:11,73.18,-11.24,0.00,8.81
2479086081, 6/22/2014 11:25:13,73.96,-11.27,0.00,8.81
2479986285, 6/22/2014 11:40:16,74.86,-11.26,0.00,8.81
2480886505, 6/22/2014 11:55:18,75.99,-11.33,0.00,8.81
2481786711, 6/22/2014 12:10:21,76.77,-11.35,0.00,8.81
2482686930, 6/22/2014 12:25:23,76.77,-11.32,0.00,8.81
2483587135, 6/22/2014 12:40:26,78.12,-11.36,0.00,8.81
2484487355, 6/22/2014 12:55:28,78.46,-11.37,0.00,8.81
2485387566, 6/22/2014 13:10:31,78.80,-11.43,0.00,8.81
2486287785, 6/22/2014 13:25:33,79.25,-11.42,0.00,8.81
2487187990, 6/22/2014 13:40:36,79.36,-11.38,0.00,8.81
2488088208, 6/22/2014 13:55:38,80.15,-11.59,0.00,8.81
2488988413, 6/22/2014 14:10:41,80.49,-11.56,0.00,8.81
2489888632, 6/22/2014 14:25:43,80.60,-11.49,0.00,8.81
2490788838, 6/22/2014 14:40:46,81.05,-11.51,0.00,8.81
2491689054, 6/22/2014 14:55:48,81.16,-11.46,0.00,8.81
2492589268, 6/22/2014 15:10:51,81.39,-11.62,0.00,8.81
2493489491, 6/22/2014 15:25:54,81.84,-11.58,0.00,8.81
2494389697, 6/22/2014 15:40:56,81.84,-11.57,0.00,8.81
2495289917, 6/22/2014 15:55:59,81.27,-11.58,0.00,8.81
2496190123, 6/22/2014 16:11:1,80.94,-11.58,0.00,8.81
2497090340, 6/22/2014 16:26:4,81.27,-11.59,0.00,8.81
2497990545, 6/22/2014 16:41:6,81.39,-11.59,0.00,8.81
2498890766, 6/22/2014 16:56:9,81.05,-11.55,0.00,8.81
2499790971, 6/22/2014 17:11:12,80.49,-11.63,0.00,8.81
2500691192, 6/22/2014 17:26:14,80.49,-11.65,0.00,8.81
2501591420, 6/22/2014 17:41:17,79.59,-11.59,0.00,8.81
2502491642, 6/22/2014 17:56:19,79.36,-11.74,0.00,8.81
2503391852, 6/22/2014 18:11:22,78.57,-12.03,0.00,8.81
2504292078, 6/22/2014 18:26:24,76.55,-12.27,0.00,8.81
2505192293, 6/22/2014 18:41:27,74.64,-12.55,0.00,8.81
2506092532, 6/22/2014 18:56:29,73.62,-12.82,0.00,8.81
2506992750, 6/22/2014 19:11:32,73.74,-13.10,0.00,8.81
2507892987, 6/22/2014 19:26:34,72.39,-13.38,0.00,8.81
2508793210, 6/22/2014 19:41:37,71.04,-13.68,0.00,8.81
2509693449, 6/22/2014 19:56:39,69.12,-13.93,0.00,8.81
2510593683, 6/22/2014 20:11:42,68.11,-14.16,0.00,8.81
2511493929, 6/22/2014 20:26:44,67.10,-14.42,0.00,8.81
2512394163, 6/22/2014 20:41:47,65.86,-14.68,0.00,8.81
2513294411, 6/22/2014 20:56:49,64.40,-14.72,0.00,8.81
2514194647, 6/22/2014 21:11:52,64.62,-14.81,0.00,8.81
2515094901, 6/22/2014 21:26:54,63.05,-15.34,0.00,8.81
2515995136, 6/22/2014 21:41:56,62.60,-15.04,0.00,8.81
2516895392, 6/22/2014 21:56:59,61.36,-15.70,0.00,8.81
2517795379, 6/22/2014 22:12:1,59.68,-15.16,0.00,8.81
2518695640, 6/22/2014 22:27:3,59.45,-15.28,0.00,8.81
2519595630, 6/22/2014 22:42:5,58.89,-15.62,0.00,8.81
2520495886, 6/22/2014 22:57:8,58.10,-15.41,0.00,8.81
2521395873, 6/22/2014 23:12:10,57.20,-15.25,0.00,8.81
2522296129, 6/22/2014 23:27:12,57.20,-15.29,0.00,8.81
2523196119, 6/22/2014 23:42:14,56.08,-15.43,0.00,8.81
2524096374, 6/22/2014 23:57:17,55.40,-15.35,0.00,8.81
2524996361, 6/23/2014 0:12:19,55.51,-15.33,0.00,8.81
2525896613, 6/23/2014 0:27:21,55.63,-15.33,0.00,8.81
2526796610, 6/23/2014 0:42:24,55.06,-15.46,0.00,8.81
2527696868, 6/23/2014 0:57:26,54.61,-15.47,0.00,8.81
2528596857, 6/23/2014 1:12:28,53.38,-15.47,0.00,8.81
2529497115, 6/23/2014 1:27:30,53.60,-15.44,0.00,8.81
2530397114, 6/23/2014 1:42:33,53.83,-15.38,0.00,8.81
2531297372, 6/23/2014 1:57:35,53.26,-15.50,0.00,8.81
2532197362, 6/23/2014 2:12:37,52.93,-15.41,0.00,8.81
2533097621, 6/23/2014 2:27:39,52.70,-15.48,0.00,8.81
2533997613, 6/23/2014 2:42:42,51.35,-15.58,0.00,8.81
2534897872, 6/23/2014 2:57:44,50.22,-15.53,0.00,8.81
2535797870, 6/23/2014 3:12:46,49.55,-15.48,0.00,8.81
2536698130, 6/23/2014 3:27:48,48.54,-15.55,0.00,8.81
2537598123, 6/23/2014 3:42:51,48.09,-15.56,0.00,8.81
2538498383, 6/23/2014 3:57:53,47.41,-15.57,0.00,8.81
2539398375, 6/23/2014 4:12:55,46.40,-15.54,0.00,8.81
2540298632, 6/23/2014 4:27:57,47.19,-15.49,0.00,8.81
2541198632, 6/23/2014 4:43:0,46.40,-15.63,0.00,8.81
2542098894, 6/23/2014 4:58:2,45.95,-15.60,0.00,8.81
2542998888, 6/23/2014 5:13:4,46.51,-15.57,0.00,8.81
2543899153, 6/23/2014 5:28:6,44.49,-15.63,0.00,8.81
2544799144, 6/23/2014 5:43:8,45.72,-15.56,0.00,8.81
2545699406, 6/23/2014 5:58:11,46.06,-15.64,0.00,8.81
2546599398, 6/23/2014 6:13:13,46.29,-15.60,0.00,8.81
2547499659, 6/23/2014 6:28:15,48.20,-15.74,0.00,8.81
2548399650, 6/23/2014 6:43:17,51.35,-15.78,0.00,8.81
2549299910, 6/23/2014 6:58:20,54.28,-15.77,0.00,8.81
2550199903, 6/23/2014 7:13:22,55.63,-15.84,0.00,8.81
2551100160, 6/23/2014 7:28:24,58.66,-15.85,0.00,8.81
2552000151, 6/23/2014 7:43:26,61.59,-15.96,0.00,8.81
2552900416, 6/23/2014 7:58:29,63.05,-16.03,0.00,8.81
2553800407, 6/23/2014 8:13:31,64.74,-16.04,0.00,8.81
2554700666, 6/23/2014 8:28:33,65.52,-16.16,0.00,8.81
2555600657, 6/23/2014 8:43:36,67.32,-16.17,0.00,8.81
2556500916, 6/23/2014 8:58:38,69.35,-16.27,0.00,8.81
2557400907, 6/23/2014 9:13:40,70.47,-16.29,0.00,8.81
2558301165, 6/23/2014 9:28:43,72.05,-16.33,0.00,8.81
2559201156, 6/23/2014 9:43:45,72.84,-16.31,0.00,8.81
2560101413, 6/23/2014 9:58:48,74.75,-16.31,0.00,8.81
2561001408, 6/23/2014 10:13:50,75.54,-16.30,0.00,8.81
2561901662, 6/23/2014 10:28:52,77.22,-16.28,0.00,8.81
2562801650, 6/23/2014 10:43:55,78.01,-16.26,0.00,8.81
2563701905, 6/23/2014 10:58:57,79.47,-16.26,0.00,8.81
2564601893, 6/23/2014 11:13:59,80.82,-16.34,0.00,8.81
2565502148, 6/23/2014 11:29:2,82.06,-16.29,0.00,8.81
2566402137, 6/23/2014 11:44:4,82.51,-16.35,0.00,8.81
2567302397, 6/23/2014 11:59:7,83.75,-16.36,0.00,8.81
2568202383, 6/23/2014 12:14:9,85.32,-16.22,0.00,8.81
2569102637, 6/23/2014 12:29:12,84.43,-16.14,0.00,8.81
2570002628, 6/23/2014 12:44:14,86.11,-16.22,0.00,8.81
2570902880, 6/23/2014 12:59:16,85.55,-16.11,0.00,8.81
2571802865, 6/23/2014 13:14:19,84.76,-16.05,0.00,8.81
2572703118, 6/23/2014 13:29:21,87.24,-16.14,0.00,8.81
2573603103, 6/23/2014 13:44:24,86.90,-16.17,0.00,8.81
2574503355, 6/23/2014 13:59:26,86.90,-16.18,0.00,8.81
2575403347, 6/23/2014 14:14:28,87.46,-16.19,0.00,8.81
2576303596, 6/23/2014 14:29:31,87.01,-16.06,0.00,8.81
2577203832, 6/23/2014 14:44:34,86.45,-16.06,0.00,8.81
2578104090, 6/23/2014 14:59:36,86.68,-16.00,0.00,8.81
2579004326, 6/23/2014 15:14:39,85.21,-15.99,0.00,8.81
2579904578, 6/23/2014 15:29:41,84.43,-15.97,0.00,8.81
2580804563, 6/23/2014 15:44:44,82.85,-16.00,0.00,8.81
2581704816, 6/23/2014 15:59:46,83.64,-15.97,0.00,8.81
2582604802, 6/23/2014 16:14:48,80.60,-15.94,0.00,8.81
2583505055, 6/23/2014 16:29:51,81.27,-15.96,0.00,8.81
2584405041, 6/23/2014 16:44:53,79.93,-15.98,0.00,8.81
2585305294, 6/23/2014 16:59:56,80.04,-15.93,0.00,8.81
2586205286, 6/23/2014 17:14:58,79.93,-15.97,0.00,8.81
2587105540, 6/23/2014 17:30:1,79.25,-15.91,0.00,8.81
2588005525, 6/23/2014 17:45:3,79.02,-15.92,0.00,8.81
2588905778, 6/23/2014 18:0:6,77.56,-15.88,0.00,8.81
2589805765, 6/23/2014 18:15:8,75.99,-15.94,0.00,8.81
2590706020, 6/23/2014 18:30:10,74.07,-15.93,0.00,8.81
2591606007, 6/23/2014 18:45:13,72.95,-15.85,0.00,8.81
2592506263, 6/23/2014 19:0:15,71.49,-15.89,0.00,8.81
2593406248, 6/23/2014 19:15:17,70.14,-15.90,0.00,8.81
2594306504, 6/23/2014 19:30:20,68.68,-15.90,0.00,8.81
2595206496, 6/23/2014 19:45:22,68.34,-15.85,0.00,8.81
2596106753, 6/23/2014 20:0:25,66.87,-15.87,0.00,8.81
2597006742, 6/23/2014 20:15:27,65.64,-15.85,0.00,8.81
2597907000, 6/23/2014 20:30:29,64.51,-15.85,0.00,8.81
2598806989, 6/23/2014 20:45:31,64.06,-15.87,0.00,8.81
2599707246, 6/23/2014 21:0:34,63.16,-15.83,0.00,8.81
2600607237, 6/23/2014 21:15:36,62.49,-15.81,0.00,8.81
2601507494, 6/23/2014 21:30:38,62.15,-15.84,0.00,8.81
2602407485, 6/23/2014 21:45:40,61.59,-15.83,0.00,8.81
2603307749, 6/23/2014 22:0:43,60.80,-15.81,0.00,8.81
2604207739, 6/23/2014 22:15:45,61.47,-15.81,0.00,8.81
2605108006, 6/23/2014 22:30:47,61.03,-15.83,0.00,8.81
2606007997, 6/23/2014 22:45:50,60.35,-15.86,0.00,8.81
2606908253, 6/23/2014 23:0:52,60.24,-15.81,0.00,8.81
2607808244, 6/23/2014 23:15:54,59.79,-15.85,0.00,8.81
2608708503, 6/23/2014 23:30:56,58.78,-15.84,0.00,8.81
2609608492, 6/23/2014 23:45:59,58.10,-15.84,0.00,8.81
2610508507, 6/24/2014 0:1:1,57.88,-15.86,0.00,8.81
2611408498, 6/24/2014 0:16:3,57.09,-15.84,0.00,8.81
2612308764, 6/24/2014 0:31:5,56.19,-15.91,0.00,8.81
2613208758, 6/24/2014 0:46:7,54.72,-15.96,0.00,8.81
2614109020, 6/24/2014 1:1:10,53.60,-15.92,0.00,8.81
2615009013, 6/24/2014 1:16:12,52.70,-15.88,0.00,8.81
2615909273, 6/24/2014 1:31:14,51.91,-15.91,0.00,8.81
2616809265, 6/24/2014 1:46:16,51.24,-15.92,0.00,8.81
2617709528, 6/24/2014 2:1:19,49.89,-15.90,0.00,8.81
2618609520, 6/24/2014 2:16:21,49.55,-15.89,0.00,8.81
